WORDBLOCKNUMBER	WORDTEXT	WORDTYPE	WORDROLE
2345	bronchial asthma	4	0
2346	BD	3	4
2346	bronchodilator	0	4
2348	BDP	3	0
2348	BPD	3	0
2348	bronchopulmonary dysplasia	4	0
2355	bd	3	4
2355	bundle	0	4
2356	BHA	3	0
2356	butylated hydroxyanisole	4	0
2357	BHT	3	0
2357	butylated hydroxytoluene	4	0
2361	calcium sulfate	4	0
2361	CaSO4	3	0
2367	capillary pressures	4	0
2367	PCAP	3	0
2372	carbon dioxide	4	0
2372	CO2	3	0
2373	carbon monoxide	4	0
2373	CO	3	0
2374	carbon tetrachloride	4	0
2374	CCl4	3	0
2375	carcinoembryonic antigen	4	0
2375	CEA	3	0
2376	CA	3	0
2376	cardiac arrest	4	0
2378	cardiac output	4	0
2378	CO	3	0
2379	cardiomyopathy	0	4
2379	CMP	3	4
2380	cardiopulmonary bypass	4	0
2380	cpb	3	0
2381	cardiopulmonary resuscitation	4	0
2381	CPR	3	0
2382	cardiovascular	0	1
2382	CV	3	1
2383	cardiovascular accident	4	0
2383	CVA	3	0
2384	cardiovascular disease	4	0
2384	CVD	3	0
2386	carpal tunnel syndrome	4	0
2386	CTS	3	0
2391	caudate nucleus	4	0
2391	CN	3	0
2392	cefazolin	0	4
2392	CZ	3	4
2394	center	0	4
2394	ctr	3	4
2396	centigray	0	4
2396	cGy	3	4
2398	central	0	1
2398	ctr	3	1
2399	central nervous system	4	0
2399	CNS	3	0
2400	central retinal artery occlusion	4	0
2400	CRAO	3	0
2402	central venous pressure	4	0
2402	CVP	3	0
2403	centric	0	1
2403	ctr	3	1
2408	cerebral palsy	4	0
2408	CP	3	0
2409	cerebrospinal fluid	4	0
2409	CSF	3	0
2410	cerebrospinal meningitis	4	0
2410	CSM	3	0
2411	cerebrovascular accident	4	0
2411	CVA	3	0
2416	cervical intraepithelial neoplasia	4	0
2416	CIN	3	0
2418	cervix	0	0
2418	Cx	3	0
2419	cesarean section	4	0
2419	CS	3	0
2426	chemotaxis	0	4
2426	CTX	3	4
2428	CDA	3	0
2428	chenodeoxycholic acid	4	0
2432	CC	3	0
2432	chief complaint	4	0
2435	Chinese restaurant syndrome	4	0
2435	CRS	3	0
2437	chloride	0	4
2437	cl	3	4
2442	CCT	3	0
2442	chocolate-coated tablet	4	0
2443	CAG	3	4
2443	cholangiography	0	4
2445	CCK	3	4
2445	cholecystokinin	0	4
2445	CK	3	4
2450	ChAT	3	0
2450	choline acetyltransferase	4	0
2451	CDF	3	0
2451	chondrodystrophia fetalis	4	0
2456	CAH	3	0
2456	chronic active hepatitis	4	0
2457	CGD	3	0
2457	chronic granulomatous disease	4	0
2458	chronic lymphocytic leukemia	4	0
2458	cll	3	0
2459	chronic myelocytic leukemia	4	0
2459	CML	3	0
2460	chronic myelogenous leukemia	4	0
2460	CML	3	0
2461	chronic obstructive pulmonary disease	4	0
2461	COPD	3	0
2462	chronic passive congestion	4	0
2462	cpc	3	0
2465	chronic renal failure	4	0
2465	CRF	3	0
2470	circular muscle	4	0
2470	CM	3	0
2471	CIC	3	0
2471	circulating immune complexes	4	0
2475	clinical unit	4	0
2475	CU	3	0
2476	CIF	3	0
2476	clonal inhibitory factor	4	0
2479	clot retraction	4	0
2479	CR	3	0
2482	CI	3	0
2482	cochlear implant	4	0
2483	CN	3	0
2483	cochlear nucleus	4	0
2484	clo	3	0
2484	cod-liver oil	4	0
2487	CoA	3	0
2487	coenzyme A	4	0
2489	coenzyme Q	4	0
2489	CoQ	3	0
2493	CG	3	0
2493	colloid goiter	4	0
2495	CFU-E	3	0
2495	colony-forming unit-erythroid	4	0
2498	CID	3	0
2498	combined immunodeficiency disease	4	0
2500	CBD	3	0
2500	common bile duct	4	0
2502	CD	3	0
2502	communicable disease	4	0
2505	compare	0	5
2505	CP	3	5
2506	competitive protein binding	4	0
2506	cpb	3	0
2508	CF	3	0
2508	complement fixation	4	0
2509	complement receptor	4	0
2509	CR	3	0
2512	cbc	3	0
2512	complete blood count	4	0
2513	complete remission	4	0
2513	CR	3	0
2516	compound	0	4
2516	cpd	3	4
2517	computed tomography	4	0
2517	CT	3	0
2518	computerized tomography	4	0
2518	CT	3	0
2521	Con-A	3	0
2521	concanavalin A	4	0
2525	conditioned reflex	4	0
2525	CR	3	0
2526	conditioned stimulus	4	0
2526	CS	3	0
2527	conductance	0	4
2527	G	3	4
2528	CHF	3	0
2528	congestive heart failure	4	0
2533	CD	3	0
2533	contagious disease	4	0
2534	contagious pustular dermatitis	4	0
2534	CPD	3	0
2540	CAPD	3	0
2540	continuous ambulatory peritoneal dialysis	4	0
2543	continuous positive airway pressure	4	0
2543	cpap	3	0
2545	continuous wave	4	0
2545	CW	3	0
2546	CF	3	0
2546	control fat	4	0
2549	convex	0	1
2549	Cx	3	1
2554	CAG	3	0
2554	coronary angiography	4	0
2555	CA	3	0
2555	coronary artery	4	0
2556	CAB	3	0
2556	coronary artery bypass	4	0
2557	CABG	3	0
2557	coronary artery bypass grafting	4	0
2558	CHD	3	0
2558	coronary heart disease	4	0
2561	CL	3	0
2561	corpus luteum	4	0
2570	CAER	3	0
2570	cortical auditory-evoked response	4	0
2572	CBG	3	0
2572	corticosteroid binding globulin	4	0
2574	cor pulmonale	4	0
2574	CP	3	0
2575	costovertebral angle	4	0
2575	CVA	3	0
2580	counts per minute	4	0
2580	cpm	3	0
2581	CN	3	0
2581	cranial nerve	4	0
2582	CK	3	0
2582	creatine kinase	4	0
2585	CPK	3	0
2585	creatine phosphokinase	4	0
2602	CN	3	4
2602	cyanogen	0	4
2603	CNBR	3	0
2603	cyanogen bromide	4	0
2606	cAMP	3	0
2606	cyclic AMP	4	0
2607	CRP	3	0
2607	cyclic AMP receptor protein	4	0
2608	cGMP	3	0
2608	cyclic guanosine monophosphate	4	0
2613	CyA	3	0
2613	cyclosporin A	4	0
2618	CF	3	0
2618	cystic fibrosis	4	0
2621	CDA	3	0
2621	cytidine deaminase	4	0
2623	CDP	3	0
2623	CrPP	3	0
2623	cytidine diphosphate	4	0
2625	CMP	3	0
2625	cytidine monophosphate	4	0
2627	CrPPP	3	0
2627	CTP	3	0
2627	cytidine triphosphate	4	0
2629	cox	3	0
2629	cytochrome oxidase	4	0
2631	CK	3	4
2631	cytokinin	0	4
2634	CID	3	0
2634	cytomegalic inclusion disease	4	0
2639	CTL	3	0
2639	cytotoxic T lymphocyte	4	0
2640	CTL	3	0
2640	cytotoxic lymphocyte	4	0
2648	dB	3	4
2648	decibel	0	4
2651	DCS	3	0
2651	decompression syndrome	4	0
2652	decubitus ulcer	4	0
2652	DU	3	0
2653	deep venous thrombosis	4	0
2653	DVT	3	0
2659	dehydrogenase	0	4
2659	DH	3	4
2662	delayed hypersensitivity	4	0
2662	DH	3	0
2663	delayed-type hypersensitivity	4	0
2663	DTH	3	0
2666	delivery room	4	0
2666	DR	3	0
2667	DALA	3	0
2667	delta-aminolevulinic acid	4	0
2672	dentinogenesis imperfecta	4	0
2672	DI	3	0
2673	dA	3	4
2673	deoxyadenosine	0	4
2676	DC	3	4
2676	deoxycholate	0	4
2677	DCA	3	0
2677	deoxycholic acid	4	0
2679	dC	3	4
2679	deoxycytidine	0	4
2681	deoxyguanosine	0	4
2681	dG	3	4
2682	deoxyribonucleic acid	4	0
2682	DNA	3	0
2684	deoxythymidine	0	4
2684	dT	3	4
2685	department	0	4
2685	dept	3	4
2686	dermatitis herpetiformis	4	0
2686	DH	3	0
2688	DDAVP	3	4
2688	desmopressin	0	4
2691	deuterium	0	4
2691	H2	3	4
2693	DA	3	0
2693	development age	4	0
2697	dexamethasone suppression test	4	0
2697	DST	3	0
2699	dextran	0	4
2699	DX	3	4
2700	DI	3	0
2700	diabetes insipidus	4	0
2701	diabetes insipidus-diabetes mellitus-optic atrophy-deafness	4	0
2701	DIDMOAD	3	0
2702	diabetes mellitus	4	0
2702	DM	3	0
2704	DAG	3	4
2704	diacylglycerol	0	4
2705	diagnosis	0	4
2705	dx	3	4
2707	DI	3	0
2707	diagnostic imaging	4	0
2710	diamine oxidase	4	0
2710	DO	3	0
2715	DBP	3	0
2715	diastolic blood pressure	4	0
2716	diastolic murmur	4	0
2716	DM	3	0
2721	DCA	3	0
2721	dichloroacetic acid	4	0
2723	DDT	3	4
2723	dichlorodiphenyltrichloroethane	0	4
2727	DDVP	3	4
2727	dichlorvos	0	4
2728	dicloxacillin	0	4
2728	DX	3	4
2731	ddI	3	4
2731	dideoxyinosine	0	4
2733	DF	3	0
2733	dietary fiber	4	0
2738	DD	3	0
2738	differential diagnosis	4	0
2740	DES	3	0
2740	diffuse esophageal spasm	4	0
2744	digital subtraction angiography	4	0
2744	DSA	3	0
2747	DHFR	3	0
2747	dihydrofolate reductase	4	0
2750	DHT	3	4
2750	dihydrotestosterone	0	4
2754	BAL	3	4
2754	dimercaprol	0	4
2756	dimethylamine	0	4
2756	DMA	3	4
2758	DAAB	3	4
2758	DAB	3	4
2758	dimethylaminoazobenzene	0	4
2759	dimethylaminobenzaldehyde	0	4
2759	DMAB	3	4
2760	dimethylhydrazine	0	4
2760	DMH	3	4
2762	dimethyltryptamine	0	4
2762	DMT	3	4
2763	dinitrocresol	0	4
2763	DN	3	4
2764	dinitrophenol	0	4
2764	DNP	3	4
2765	diphenylamine	0	4
2765	DPA	3	4
2768	diphosphate	0	4
2768	DP	3	4
2770	dc	3	0
2770	direct current	4	0
2775	discoid lupus erythematosus	4	0
2775	DLE	3	0
2779	DIC	3	0
2779	disseminated intravascular coagulation	4	0
2784	dizygotic	0	1
2784	DZ	3	1
2788	doctor	0	4
2788	Dr	3	4
2797	DA	3	4
2797	dopamine	0	4
2804	dnt	3	4
2804	doughnut	0	4
2812	DI	3	0
2812	drug interaction	4	0
2813	DPA	3	0
2813	dual-photon absorptiometry	4	0
2814	DHBV	3	0
2814	duck hepatitis B virus	4	0
2815	DU	3	0
2815	duodenal ulcer	4	0
2823	Dp	3	4
2823	dyspnea	0	4
2830	ear, nose, and throat	4	0
2830	ENT	3	0
2831	eastern equine encephalomyelitis	4	0
2831	EEE	3	0
2832	echo time	4	0
2832	TE	3	0
2834	ED	3	0
2834	effective dose	4	0
2835	effective renal plasma flow	4	0
2835	ERPF	3	0
2838	EF	3	0
2838	ejection fraction	4	0
2841	EA	3	4
2841	EAP	3	4
2841	electroacupuncture	0	4
2842	ECG	3	4
2842	electrocardiogram	0	4
2843	ECT	3	0
2843	electroconvulsive therapy	4	0
2844	EEG	3	4
2844	electroencephalogram	0	4
2846	electromyogram	0	4
2846	EMG	3	4
2847	electromyograph	0	4
2847	EMG	3	4
2848	electromyographic	0	1
2848	EMG	3	1
2849	electromyography	0	4
2849	EMG	3	4
2850	electronystagmography	0	4
2850	ENG	3	4
2851	E/M	3	0
2851	electron microscopy	4	0
2853	electron spin resonance	4	0
2853	ESR	3	0
2856	electrophrenic respiration	4	0
2856	EPR	3	0
2857	electroretinogram	0	4
2857	erg	3	4
2858	electroshock therapy	4	0
2858	EST	3	0
2859	EB	3	0
2859	elementary body	4	0
2863	EM	3	0
2863	emergency medicine	4	0
2869	EMC	3	4
2869	encephalomyocarditis	0	4
2870	ECD	3	0
2870	endocardial cushion defect	4	0
2871	EMB	3	0
2871	endomyocardial biopsy	4	0
2872	endoplasmic reticulum	4	0
2872	er	3	0
2874	EC	3	0
2874	endothelial cell	4	0
2876	EDV	3	0
2876	end-diastolic volume	4	0
2877	end-stage renal disease	4	0
2877	ESRD	3	0
2881	E	3	4
2881	energy	0	4
2886	EIA	3	0
2886	enzyme immunoassay	4	0
2887	EI	3	0
2887	enzyme inhibitor	4	0
2888	ELISA	3	0
2888	enzyme linked immunosorbent assay	4	0
2890	EGF	3	0
2890	epidermal growth factor	4	0
2891	EGFR	3	0
2891	epidermal growth factor receptor	4	0
2892	epidermodysplasia verruciformis	4	0
2892	EV	3	0
2893	EA	3	0
2893	epidural anesthesia	4	0
2897	EMA	3	0
2897	epithelial membrane antigen	4	0
2903	ED	3	0
2903	erythema dose	4	0
2904	EM	3	0
2904	erythema multiforme	4	0
2905	EN	3	0
2905	erythema nodosum	4	0
2907	EAC	3	0
2907	erythrocyte antibody complement	4	0
2908	erythrocyte sedimentation rate	4	0
2908	ESR	3	0
2911	EPO	3	4
2911	erythropoiesis	0	4
2912	EPO	3	4
2912	erythropoietin	0	4
2913	EFA	3	0
2913	essential fatty acid	4	0
2914	EH	3	0
2914	essential hypertension	4	0
2920	ethyl alcohol	4	0
2920	ETOH	3	0
2922	EP	3	0
2922	evoked potential	4	0
2928	EAE	3	0
2928	experimental allergic encephalomyelitis	4	0
2930	ERV	3	0
2930	expiratory reserve volume	4	0
2931	EE	3	0
2931	expressed emotion	4	0
2933	EDL	3	0
2933	extensor digitorum longus	4	0
2937	ECM	3	0
2937	EM	3	0
2937	extracellular matrix	4	0
2940	EC	3	1
2940	extracranial	0	1
2941	EC-IC	3	1
2941	extracranial-intracranial	0	1
2942	ESP	3	0
2942	extrasensory perception	4	0
2945	EAA	3	0
2945	extrinsic allergic alveolitis	4	0
2946	factor VIII-related antigen	4	0
2946	FVIIIRA	3	0
2947	family-history	0	4
2947	FH	3	4
2949	FA	3	0
2949	fatty acid	4	0
2951	fat free	4	0
2951	FF	3	0
2952	fat-free mass	4	0
2952	FFM	3	0
2953	feline leukemia virus	4	0
2953	FeLV	3	0
2957	femoral vein	4	0
2957	FV	3	0
2959	femur length	4	0
2959	FL	3	0
2963	fetal hemoglobin	4	0
2963	HbF	3	0
2971	fibronectin	0	4
2971	Fn	3	4
2974	FF	3	0
2974	filtration fraction	4	0
2977	F7	3	0
2977	fimbria 7	4	0
2978	F8	3	0
2978	fimbria 8	4	0
2979	F9	3	0
2979	fimbria 9	4	0
2980	fine-needle aspiration biopsy	4	0
2980	FNAB	3	0
2987	FCM	3	0
2987	flow cytometry	4	0
2996	FEV	3	0
2996	forced expiratory volume	4	0
2998	forced vital capacity	4	0
2998	FVC	3	0
3002	FIGLU	3	0
3002	formiminoglutamic acid	4	0
3005	FAB	3	0
3005	fragment antigen binding	4	0
3010	fresh	0	1
3010	rec	3	1
3016	FHF	3	0
3016	fulminant hepatic failure	4	0
3017	FRC	3	0
3017	functional residual capacity	4	0
3022	galactokinase	0	4
3022	gk	3	4
3027	galvanic skin response	4	0
3027	GSR	3	0
3028	GABA	3	0
3028	gamma-aminobutyric acid	4	0
3030	GA	3	0
3030	gastric antrum	4	0
3031	gastric emptying	4	0
3031	GE	3	0
3032	gastric fistula	4	0
3032	GF	3	0
3033	gastric ulcer	4	0
3033	GU	3	0
3035	gastroenteritis	0	4
3035	GE	3	4
3036	gastroenterology	0	4
3036	GE	3	4
3037	gastroenterostomy	0	4
3037	GE	3	4
3038	gastroesophageal	0	1
3038	GE	3	1
3039	gastrointestinal	0	1
3039	GI	3	1
3040	gas chromatography	4	0
3040	GC	3	0
3043	GE	3	0
3043	gel electrophoresis	4	0
3044	GE	3	0
3044	generalized epilepsy	4	0
3045	GA	3	0
3045	general anesthesia	4	0
3046	general paresis	4	0
3046	GP	3	0
3047	general practioner	4	0
3047	GP	3	0
3048	genitourinary	0	1
3048	GU	3	1
3052	GC	3	0
3052	germinal center	4	0
3053	GA	3	0
3053	gestational age	4	0
3054	GDM	3	0
3054	gestational diabetes mellitus	4	0
3055	GCA	3	0
3055	giant cell arteritis	4	0
3057	GL	3	4
3057	glandula	0	4
3059	GFR	3	0
3059	glomerular filtration rate	4	0
3060	glomerulonephritis	0	4
3060	gn	3	4
3062	glucose oxidase	4	0
3062	GOD	3	0
3063	Glc	3	4
3063	glucosidase	0	4
3065	glucosyltransferase	0	4
3065	GTase	3	4
3065	GTF	3	4
3066	GA	3	0
3066	glucuronic acid	4	0
3067	GLDH	3	0
3067	glutamate dehydrogenase	4	0
3068	Glu	3	0
3068	glutamic acid	4	0
3070	glutathione-S-transferase	0	4
3070	GST	3	4
3071	GAPD	3	0
3071	glyceraldehyde-3-phosphate dehydrogenase	4	0
3074	glycophorin A	4	0
3074	GPA	3	0
3075	glycophorin B	4	0
3075	GPB	3	0
3076	glycoprotein	0	4
3076	GP	3	4
3082	glycosphingolipid	0	4
3082	GSL	3	4
3086	Gn-RH	3	0
3086	gonadotropin-releasing hormone	4	0
3086	GRH	3	0
3087	gonococcal urethritis	4	0
3087	GU	3	0
3088	GC	3	4
3088	gonococcus	0	4
3091	graft-versus-host reaction	4	0
3091	GVHR	3	0
3094	GF	3	4
3094	grandfather	0	4
3099	grey	0	1
3099	Gy	3	1
3100	GF	3	0
3100	growth factor	4	0
3101	GH	3	0
3101	growth hormone	4	0
3102	GRF	3	0
3102	growth hormone-releasing factor	4	0
3105	GTP	3	0
3105	guanosine triphosphate	4	0
3107	HA	3	4
3107	haemagglutination	0	4
3111	health maintenance organization	4	0
3111	HMO	3	0
3114	HA	3	0
3114	hearing aid	4	0
3116	heart rate	4	0
3116	HRT	3	0
3117	heat shock protein	4	0
3117	hsp	3	0
3118	HC	3	0
3118	heavy chain	4	0
3126	HAI	3	0
3126	hemagglutination inhibition	4	0
3126	HI	3	0
3127	HCT	3	4
3127	hematocrit	0	4
3130	hemofiltration	0	4
3130	HF	3	4
3134	Hb	3	4
3134	hemoglobin	0	4
3135	HA	3	0
3135	hemolytic anemia	4	0
3137	HA	3	0
3137	hepatic artery	4	0
3139	HA	3	0
3139	hepatitis A	4	0
3140	HAV	3	0
3140	hepatitis A virus	4	0
3141	HB	3	0
3141	hepatitis B	4	0
3142	HBsAg	3	0
3142	hepatitis B surface antigen	4	0
3143	HBV	3	0
3143	hepatitis B virus	4	0
3145	HCC	3	0
3145	hepatocellular carcinoma	4	0
3146	hereditary hemorrhagic telangiectasia	4	0
3146	HHT	3	0
3147	hereditary nephritis	4	0
3147	HN	3	0
3149	herpes simplex virus	4	0
3149	HSV	3	0
3150	herpes simplex virus 1	4	0
3150	HSV-1	3	0
3152	HCB	3	4
3152	hexachlorobenzene	0	4
3155	HH	3	0
3155	hiatal hernia	4	0
3157	HF	3	0
3157	high fat	4	0
3161	high pressure liquid chromatography	4	0
3161	HPLC	3	0
3161	HSLC	3	0
3162	high protein	4	0
3162	HP	3	0
3165	HDL	3	0
3165	high-density lipoprotein	4	0
3167	high-resolution computed tomography	4	0
3167	HRCT	3	0
3168	HC	3	4
3168	hippocampus	0	4
3169	HA	3	4
3169	histamine	0	4
3171	histiocytic medullary reticulosis	4	0
3171	HMR	3	0
3172	HC	3	4
3172	histochemistry	0	4
3173	HA	3	0
3173	histocompatibility antigen	4	0
3174	homovanillic acid	4	0
3174	HVA	3	0
3176	horseradish peroxidase	4	0
3176	HRP	3	0
3179	hot plate	4	0
3179	HP	3	0
3181	hour	0	4
3181	hr	3	4
3186	HGH	3	0
3186	human growth hormone	4	0
3187	HIV	3	0
3187	human immunodeficiency virus	4	0
3188	HIV-Ag	3	0
3188	human immunodeficiency virus antigen	4	0
3189	HL-A	3	0
3189	human leucocyte antigen	4	0
3191	HPV	3	0
3191	human papillomavirus	4	0
3192	HPV1	3	0
3192	human papillomavirus 1	4	0
3194	HPV2	3	0
3194	human papillomavirus 2	4	0
3195	HPV3	3	0
3195	human papillomavirus 3	4	0
3196	HPV4	3	0
3196	human papillomavirus 4	4	0
3197	HPV5	3	0
3197	human papillomavirus 5	4	0
3206	HMD	3	0
3206	hyaline membrane disease	4	0
3207	HA	3	0
3207	hyaluronic acid	4	0
3208	HC	3	4
3208	hydrocarbon	0	4
3209	HCl	3	0
3209	hydrochloric acid	4	0
3213	hydroxide	0	4
3213	OH	3	4
3215	hcq	3	4
3215	hydroxychloroquine	0	4
3216	hydroxycorticosteroid	0	4
3216	OH	3	4
3219	hydroxyprogesterone	0	4
3219	OHP	3	4
3220	hydroxyproline	0	4
3220	HYP	3	4
3221	HSD	3	0
3221	hydroxysteroid dehydrogenase	4	0
3222	HTP	3	4
3222	hydroxytryptophan	0	4
3225	HA	3	4
3225	hyperalimentation	0	4
3226	HBO	3	0
3226	hyperbaric oxygenation	4	0
3227	HC	3	4
3227	hypercholesterolemia	0	4
3228	HH	3	4
3228	hyperhidrosis	0	4
3231	HV	3	1
3231	hypervariable	0	1
3232	HVR	3	0
3232	hypervariable region	4	0
3234	HK	3	4
3234	hypokinesia	0	4
3235	HE	3	4
3235	hypophysectomy	0	4
3241	HX	3	4
3241	hypoxanthine	0	4
3242	HSG	3	4
3242	hysterosalpingogram	0	4
3244	idiopathic fibrosing alveolitis	4	0
3244	IFA	3	0
3245	idiopathic hypertrophic subaortic stenosis	4	0
3245	IHSS	3	0
3248	imipenem	0	4
3248	IPM	3	4
3251	immune response	4	0
3251	Ir	3	0
3252	IC	3	4
3252	immune-complex	0	4
3259	Ig	3	4
3259	immunoglobulin	0	4
3260	IgA	3	0
3260	immunoglobulin A	4	0
3261	IgG	3	0
3261	immunoglobulin G	4	0
3262	IgM	3	0
3262	immunoglobulin M	4	0
3263	IgA1	3	0
3263	immunoglobulin A1	4	0
3264	IgA2	3	0
3264	immunoglobulin A2	4	0
3267	IgH	3	0
3267	immunoglobulin heavy chain	4	0
3268	immunoreactive	0	1
3268	IR	3	1
3269	immunosuppressive therapy	4	0
3269	IST	3	0
3277	inductance	0	4
3277	L	3	4
3283	IBR	3	0
3283	infectious bovine rhinotracheitis	4	0
3285	IBDV	3	0
3285	infectious bursal disease virus	4	0
3286	IH	3	0
3286	infectious hepatitis	4	0
3287	infectious pustular vulvovaginitis	4	0
3287	IPV	3	0
3289	IE	3	0
3289	infective endocarditis	4	0
3292	IMI	3	0
3292	inferior myocardial infarction	4	0
3293	inferior vena cava	4	0
3293	IVC	3	0
3294	IBD	3	0
3294	inflammatory bowel disease	4	0
3301	injury severity score	4	0
3301	ISS	3	0
3302	IE	3	0
3302	inner ear	4	0
3304	IDP	3	0
3304	inosine 5'-diphosphate	4	0
3306	IC	3	0
3306	inspiratory capacity	4	0
3310	IDDM	3	0
3310	insulin dependent diabetes mellitus	4	0
3312	IGF-1	3	0
3312	insulin-like growth factor I	4	0
3314	intelligence quotient	4	0
3314	IQ	3	0
3315	ICU	3	0
3315	intensive care unit	4	0
3318	IFN	3	4
3318	INF	3	4
3318	interferon	0	4
3319	IL	3	4
3319	interleukin	0	4
3321	international unit	4	0
3321	IU	3	0
3325	ICSH	3	0
3325	interstitial-cell stimulating hormone	4	0
3326	interventricular foramen	4	0
3326	IVF	3	0
3327	intervertebral foramen	4	0
3327	IVF	3	0
3328	IECA	3	0
3328	intestinal epithelial cell antibody	4	0
3329	intestinal obstruction	4	0
3329	IO	3	0
3331	IC	3	1
3331	intracranial	0	1
3332	ICH	3	0
3332	intracranial hemorrhage	4	0
3333	ICP	3	0
3333	intracranial pressure	4	0
3334	ICP	3	1
3334	intracytoplasmic	0	1
3335	IE	3	1
3335	intraepithelial	0	1
3336	IEC	3	0
3336	intraepithelial carcinoma	4	0
3338	ILD	3	0
3338	intralobular duct	4	0
3339	IM	3	1
3339	intramuscular	0	1
3341	IM	3	1
3341	intramuscularly	0	1
3342	intraocular	0	1
3342	IO	3	1
3343	intraocular pressure	4	0
3343	IOP	3	0
3344	intraoperative	0	1
3344	IO	3	1
3345	intraperitoneal	0	1
3345	IP	3	1
3346	ICD	3	0
3346	intrauterine contraceptive device	4	0
3347	intravenous	0	1
3347	IV	3	1
3348	intravenously	0	1
3348	IV	3	1
3360	IBP	3	0
3360	iron binding protein	4	0
3361	IDA	3	0
3361	iron deficiency anemia	4	0
3362	IBC	3	0
3362	iron-binding capacity	4	0
3363	IC	3	0
3363	irritable colon	4	0
3364	IHD	3	0
3364	ischemic heart disease	4	0
3365	ICA	3	0
3365	islet cell antibody	4	0
3367	IEF	3	0
3367	isoelectric focusing	4	0
3369	Ile	3	4
3369	isoleucine	0	4
3376	Jr	3	4
3376	junior	0	4
3378	JP	3	0
3378	juvenile periodontitis	4	0
3379	JRA	3	0
3379	juvenile rheumatoid arthritis	4	0
3380	Karnofsky performance status	4	0
3380	KPS	3	0
3381	kb	3	4
3381	kilobase	0	4
3384	kb	3	0
3384	kbp	3	0
3384	kilobase pair	4	0
3386	Kal	3	0
3386	kcal	3	0
3386	kilocalorie	0	0
3394	kh	3	0
3394	kHz	3	0
3394	kilohertz	0	0
3399	lactate dehydrogenase	4	0
3399	LDH	3	0
3400	lactate dehydrogenase-4	4	0
3400	LDH-4	3	0
3401	lactic dehydrogenase	4	0
3401	LDH	3	0
3404	LAF	3	0
3404	laminar air flow	4	0
3408	large cell lymphoma	4	0
3408	LCL	3	0
3409	large granular lymphocyte	4	0
3409	LGL	3	0
3413	lateral funiculus	4	0
3413	LF	3	0
3414	lateral gastrocnemius	4	0
3414	LG	3	0
3415	lateral gastrocnemius 1	4	0
3415	LG1	3	0
3416	lateral gastrocnemius 2	4	0
3416	LG2	3	0
3420	LBM	3	0
3420	lean body mass	4	0
3421	LD	3	1
3421	learning-disabled	0	1
3422	leave	0	5
3422	lv	3	5
3426	LE	3	0
3426	left eye	4	0
3427	left ventricular end-diastolic pressure	4	0
3427	LVEDP	3	0
3428	left ventricular outflow tract	4	0
3428	LVOT	3	0
3429	legal medicine	4	0
3429	LM	3	0
3431	leucovorin	0	4
3431	LV	3	4
3433	LCA	3	0
3433	leukocyte common antigen	4	0
3434	LEC	3	4
3434	leukoencephalitis	0	4
3435	leukotriene	0	4
3435	LT	3	4
3446	LD	3	0
3446	limited disease	4	0
3447	lincomycin	0	4
3447	LM	3	4
3454	LA	3	0
3454	linoleic acid	4	0
3455	lipid peroxidation	4	0
3455	LPO	3	0
3456	lipopolysaccharide	0	4
3456	LPS	3	4
3457	lipoprotein lipase	4	0
3457	LPL	3	0
3460	LC	3	0
3460	liquid chromatography	4	0
3466	LiCl	3	0
3466	lithium chloride	4	0
3472	LATS	3	0
3472	long-acting thyroid stimulator	4	0
3476	LDL	3	0
3476	low density lipoprotein	4	0
3477	LF	3	0
3477	low fat	4	0
3481	LMP	3	0
3481	lumbar puncture	4	0
3483	lumbar vertebra	4	2
3483	LV	3	2
3485	LE	3	0
3485	lupus erythematosus	4	0
3486	LH	3	0
